areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",6141,2wcjt,"Andregg-Fryespoint-Shepherdsaddle complex, 30 to 60 percent slopes",order 3,2924646,2-SON SEKI,2669353,Yuccacreek,steep,10,734,no,series,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,coarse-loamy,"mollic epipedon(2-22), argillic horizon(8-36), paralithic materials(62-72), paralithic contact(62-72)",Thermic,Typic,Xeric,18,R018XC110CA,Cool Thermic Shallowly Dissected Slopes,,,,,,,,,,27,28,31,59,61,63,230,250,270,1390,2820,4170,50,65,90,275,50,225,foothills,"hillslopes, mountain slopes","mountainflank, side slope",backslope,"linear/linear, convex/linear",colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,59,62,79,,62,,2,moderately high,moderately high,moderately high,0.7,1.3,1.4,2.7,4.4,5.4,SL,0,1,19,3,1,14,0,0,0,0,0,0,0,0,0.09,8,15,moderate fine granular structure,5.6,7.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6141,2wcjt,"Andregg-Fryespoint-Shepherdsaddle complex, 30 to 60 percent slopes",order 3,2924646,2-SON SEKI,2417672,Rock outcrop,granitic,5,367,no,miscellaneous area,,,,,,,,,,18,,,,,,,,,,,,27,28,31,59,61,63,230,250,270,1390,2900,4170,30,60,90,,,,foothills,"hillslopes, mountain slopes",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6235,2w877,"Potwisha-Buckeyeflat family, marble-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924874,2-SON SEKI,2588469,Potwisha,,50,135,yes,series,Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy,"mollic epipedon(0-17), lithic contact(17-79)",Thermic,Typic,Xeric,18,R018XC109CA,Steep Marble Canyon Walls,,,,,,,,,,27,28,29,59,61,63,235,255,270,1770,2170,3690,30,47,100,90,310,50,foothills,"hillslopes, canyon walls",side slope,backslope,"convex/convex, linear/convex",colluvium derived from marble over residuum weathered from marble,Lithic bedrock,10,17,20,,17,,1,moderately high,moderately high,moderately high,0.5,0.9,1.5,0.7,1.4,2.4,GR-SL,30,2,28,35,2,43,0,0,12,6,28,5,5,30,0.17,8,15,weak medium subangular blocky structure parts to weak medium granular structure,6.6,8.4,,,0,10,,,0,0,,,0,2,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6235,2w877,"Potwisha-Buckeyeflat family, marble-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924874,2-SON SEKI,2588471,Buckeyeflat family,marble,25,67,yes,family,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,fine-loamy,"mollic epipedon(0-17), argillic horizon(4-48), lithic contact(53-79)",Thermic,Typic,Xeric,18,F018XC203CA,Cool Thermic Slopes,,,,,,,,,"AECA, QUCH2, QUDO, QUWI2",27,28,29,59,61,63,235,255,270,1770,2150,3690,30,47,60,104,310,50,foothills,"hillslopes, canyon walls",side slope,backslope,"linear/linear, concave/concave",colluvium derived from marble over residuum weathered from marble,Lithic bedrock,39,53,79,,53,,0,moderately high,moderately high,moderately high,1,1.6,1.9,3.9,6.4,7.3,FSL,1,0,5,5,1,12,7,1,4,0,10,1,0,5,0.23,12,23,"moderate fine granular structure, and moderate medium granular structure",6.1,7.8,6.1,7.8,0,1,0,1,0,0,0,0,0,2,0,2,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6235,2w877,"Potwisha-Buckeyeflat family, marble-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924874,2-SON SEKI,2588470,Rock outcrop,marble,15,40,yes,miscellaneous area,,,,,,,,,,18,,,,,,,,,,,,27,28,29,59,61,63,235,255,270,1770,2820,3690,30,65,100,180,310,50,foothills,canyon walls,side slope,"backslope, shoulder",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6235,2w877,"Potwisha-Buckeyeflat family, marble-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924874,2-SON SEKI,2588472,Aquariusmine,,10,27,no,taxadjunct,Mollisols,Xerolls,Argixerolls,Vertic Argixerolls,fine,"mollic epipedon(0-10), argillic horizon(3-44), slickensides(10-18), lithic contact(68-79)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",27,28,29,59,61,63,235,255,270,1770,1900,3690,6,8,30,305,310,50,foothills,"hillslopes, canyon walls",side slope,backslope,"convex/linear, convex/convex",colluvium derived from marble over residuum weathered from marble,Lithic bedrock,59,68,79,,68,,0,moderately low,moderately low,moderately low,0.7,1.1,1.5,4.1,4.8,6.6,HO-L,0,0,5,5,1,12,10,2,14,6,20,3,2,12,0.16,25,53,"strong medium subangular blocky structure parts to strong fine granular structure, and strong medium subangular blocky structure parts to strong medium granular structure",6.1,7.8,6.1,8.4,0,1,0,3,0,0,0,0,0,2,0,2,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6241,2w87b,"Yuccacreek-Buckeyeflat-Yuccacreek, steep complex, 30 to 125 percent slopes",order 3,2924875,2-SON SEKI,2669365,Yuccacreek,,45,644,yes,series,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,coarse-loamy,"mollic epipedon(3-16), argillic horizon(9-59)",Thermic,Typic,Xeric,18,F018XC203CA,Cool Thermic Slopes,,,,,,,,,"AECA, QUCH2, QUDO, QUWI2",27,29,34,57,59,63,225,245,270,1720,2450,4230,30,65,100,252,360,0,foothills,hillslopes,side slope,"backslope, footslope","linear/linear, concave/linear",colluvium derived from metamorphic rock and/or residuum weathered from metamorphic rock,,,,,,59,,3,moderately high,moderately high,moderately high,1.1,1.7,2,4.2,6.2,7.7,L,5,0,5,0,1,12,0,0,12,0,28,1,0,5,0.16,12,16,"moderate medium subangular blocky structure, and moderate coarse subangular blocky structure",5.6,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6241,2w87b,"Yuccacreek-Buckeyeflat-Yuccacreek, steep complex, 30 to 125 percent slopes",order 3,2924875,2-SON SEKI,2588487,Buckeyeflat,,25,358,yes,series,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,fine-loamy,"mollic epipedon(0-10), argillic horizon(4-51)",Thermic,Typic,Xeric,18,R018XC107CA,Thermic Hills And Mountains south-facing,,,,,,,,,,27,29,34,57,59,63,225,245,270,1720,2720,4230,30,45,60,152,360,0,foothills,hillslopes,side slope,"backslope, shoulder",convex/convex,colluvium derived from metamorphic rock over residuum weathered from metamorphic rock,,,,,,79,,0,moderately high,moderately high,moderately high,1.4,1.6,1.8,5.5,6.5,7.4,FSL,0,0,0,9,1,17,3,0,6,2,8,0,0,4,0.16,10,30,moderate medium granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6241,2w87b,"Yuccacreek-Buckeyeflat-Yuccacreek, steep complex, 30 to 125 percent slopes",order 3,2924875,2-SON SEKI,2588491,Yuccacreek,steep,20,286,yes,taxadjunct,Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,coarse-loamy,mollic epipedon(0-59),Thermic,Typic,Xeric,18,R018XC110CA,Cool Thermic Shallowly Dissected Slopes,,,,,,,,,,27,29,34,57,59,63,225,245,270,1720,1850,4230,60,120,125,30,135,315,foothills,hillslopes,side slope,backslope,"linear/linear, convex/convex",colluvium derived from metamorphic rock and/or residuum weathered from metamorphic rock,,,,,,59,,0,moderately high,moderately high,moderately high,1.3,1.8,2.2,4.1,6.3,7.5,SIL,0,0,10,4,1,12,0,0,16,9,23,7,7,21,0.17,9,10,strong very fine granular structure,5.6,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6241,2w87b,"Yuccacreek-Buckeyeflat-Yuccacreek, steep complex, 30 to 125 percent slopes",order 3,2924875,2-SON SEKI,2669364,Shepherdsaddle,,10,143,no,series,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,"ochric epipedon(0-3), argillic horizon(3-39)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",27,29,34,57,59,63,225,245,270,1720,3370,4230,45,55,60,90,360,0,foothills,hillslopes,side slope,backslope,"linear/linear, convex/convex",colluvium derived from metamorphic rock over residuum weathered from metamorphic rock,,,,,,59,,0,moderately high,moderately high,moderately high,1.5,1.9,2.2,5.6,7,7.8,FSL,0,0,5,0,0,10,0,0,0,0,10,0,0,0,0.23,15,34,weak medium granular structure,5.1,7.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2045891,Littlepete,,35,168,yes,series,Entisols,Aquents,Cryaquents,Aquandic Cryaquents,sandy,"umbric epipedon(0-12), aquic conditions(0-79), redox concentrations(4-26), redox depletions with chroma 2 or less(8-59), reduced matrix(21-59)",Cryic,Typic,Aquic,22A,R022AX000CA,C-D-Channel riverine meadow system,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,8850,10600,0,1,5,185,360,0,mountains,flood plains on glacial-valley floors,tread,,linear/linear,alluvium derived from granite,,,,,,59,,0,moderately high,high,moderately high,0.6,1.7,2.2,1.1,3.4,4.9,MK-FSL,0,0,5,2,1,14,0,0,10,0,34,0,0,19,0.16,7,7,moderate fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,2,0,2,6,20,"May, June",poorly,frequent,long,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2045892,Ladderlake,warm,32,153,yes,series,Inceptisols,Aquepts,Cryaquepts,Histic Cryaquepts,sandy-skeletal,"histic epipedon(0-9), aquic conditions(3-79), redox depletions with chroma 2 or less(9-16)",Cryic,Typic,Aquic,22A,R022AX000CA,C-D-Channel riverine meadow system,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,8880,10600,0,3,5,160,360,0,mountains,lower flood-plain steps on glacial-valley floors,tread,,"linear/linear, concave/concave",organic material over alluvium derived from granite,,,,,,59,,9,moderately high,high,moderately high,2.7,4.1,5.1,3.1,5.4,7.1,MPT,0,0,5,0,1,14,0,0,36,20,44,11,10,29,0.16,25,25,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,2,0,2,0,20,"May, June, July",poorly,frequent,long,frequent,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2045894,Mendel,,20,96,yes,series,Entisols,Fluvents,Cryofluvents,Vitrandic Cryofluvents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(14-41), aquic conditions(20-79), redox depletions with chroma 2 or less(41-59)",Cryic,Oxyaquic,Xeric,22A,R022AX000CA,C-D-Channel riverine meadow system,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,10570,10600,0,4,5,165,360,0,mountains,flood-plain steps on glacial-valley floors,tread,,linear/linear,alluvium derived from granite,,,,,,59,,0,high,high,high,0.3,0.5,1.3,0.5,1.4,4,CBV-COSL,,,,2,1,14,20,25,26,24,36,10,1,28,0.23,7,7,"weak fine granular structure, and weak very fine granular structure",4.5,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"April, May, June, July",somewhat poorly,frequent,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2045893,Terric Cryosaprists,,10,48,no,taxon above family,Histosols,Saprists,Cryosaprists,Terric Cryosaprists,,"hemic soil materials(0-8), aquic conditions(0-79), sapric soil materials(8-43)",Cryic,Typic,Aquic,22A,R022AX004CA,Cryic basin peatland,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,9240,10600,0,6,6,260,360,0,mountains,flood plains on glacial-valley floors,tread,,linear/concave,organic material over alluvium derived from granite,,,,,,61,,43,moderately high,moderately high,moderately high,3,4,5.4,11.8,16.1,21.7,MPT,,,,0,0,5,0,0,2,0,46,0,0,4,0.09,25,25,structureless massive structure,5.6,6.5,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,frequent,long,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2405859,Water,,2,10,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,9850,10600,0,1,5,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7062,2r1c2,"Littlepete-Ladderlake, warm-Mendel complex, 0 to 5 percent slopes",order 2,2777237,2-SON SEKI,2405860,Rock outcrop,granitic,1,5,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,26,36,49,32,36,37,60,65,85,8840,9850,10600,2,5,15,180,360,0,mountains,structural benches on glacial-valley floors,,,,granite,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2405949,Rockcreek,,30,581,yes,series,Inceptisols,Aquepts,Cryaquepts,Histic Cryaquepts,sandy-skeletal,"histic epipedon(0-10), aquic conditions(0-79)",Cryic,Typic,Aquic,22A,R022AX009CA,Subalpine Discharge Slopes,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9540,11170,5,6,15,204,360,0,mountains,seeps on glacial-valley floors,mountainbase,"footslope, toeslope",concave/linear,organic material over alluvium and/or till derived from granite,,,,,,65,,16,moderately high,moderately high,moderately high,3,4,5.4,4.7,6.6,9.5,MUCK,,,,0,2,33,0,0,26,23,52,2,2,25,0.02,25,25,structureless massive structure,5.6,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"January, February, March, April, May, June, July, August, September, October, November, December",poorly,frequent,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2405951,Evolution,wet,22,426,yes,series,Entisols,Orthents,Cryorthents,Vitrandic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), redox depletions with chroma 2 or less(12-51), redox concentrations(12-51), densic contact(51-59), densic materials(51-59)",Cryic,Oxyaquic,Xeric,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9570,11170,8,13,20,338,360,0,mountains,seeps on ground moraines,mountainbase,footslope,linear/linear,till derived from granite,Densic material,39,51,59,,59,,0,high,high,high,0.2,0.4,1.1,0.5,1.3,3,GR-COS,,,,35,4,76,0,5,27,13,32,16,14,36,0.09,0,15,structureless single grain structure,4.5,6.5,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,30,"January, February, March, April, May, June, July, November, December",somewhat poorly,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2405948,Littlepete,,20,388,yes,series,Entisols,Aquents,Cryaquents,Aquandic Cryaquents,sandy,"umbric epipedon(0-12), aquic conditions(0-79), redox concentrations(4-26), redox depletions with chroma 2 or less(8-59), reduced matrix(21-59)",Cryic,Typic,Aquic,22A,R022AX000CA,C-D-Channel riverine meadow system,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9520,11170,1,1,8,185,360,0,mountains,flood plains on glacial-valley floors,tread,,linear/linear,alluvium derived from granite,,,,,,59,,0,moderately high,high,moderately high,0.6,1.7,2.2,1.1,3.4,4.9,MK-FSL,0,0,5,2,1,14,0,0,10,0,34,0,0,19,0.16,7,7,moderate fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,2,0,2,6,20,"May, June",poorly,frequent,long,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2669198,Terric Cryosaprists,,12,233,no,taxon above family,Histosols,Saprists,Cryosaprists,Terric Cryosaprists,,"hemic soil materials(0-8), aquic conditions(0-79), sapric soil materials(8-43)",Cryic,Typic,Aquic,22A,R022AX004CA,Cryic basin peatland,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9240,11170,0,6,6,260,360,0,mountains,flood plains on glacial-valley floors,tread,,linear/concave,organic material over alluvium derived from granite,,,,,,61,,43,moderately high,moderately high,moderately high,3,4,5.4,11.8,16.1,21.7,MPT,,,,0,0,5,0,0,2,0,46,0,0,4,0.09,25,25,structureless massive structure,5.6,6.5,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,frequent,long,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2405950,Mendel,,10,194,no,series,Entisols,Fluvents,Cryofluvents,Vitrandic Cryofluvents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(14-41), aquic conditions(20-79), redox depletions with chroma 2 or less(41-59)",Cryic,Oxyaquic,Xeric,22A,R022AX000CA,C-D-Channel riverine meadow system,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9500,11170,1,4,8,205,360,0,mountains,flood-plain steps on glacial-valley floors,tread,,linear/linear,alluvium over till derived from granite,,,,,,59,,0,high,high,high,0.3,0.5,1.3,0.5,1.4,4,CBV-COSL,,,,2,1,14,20,25,24,23,33,10,2,31,0.23,7,7,"weak fine granular structure, and weak very fine granular structure",4.5,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"April, May, June",somewhat poorly,frequent,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2669196,Forgotten,,4,78,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,"umbric epipedon(0-9), cambic horizon(18-26)",Cryic,Oxyaquic,Xeric,22A,R022AX006CA,"High Gradient, Glacially Scoured Headwater Riverine",,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9550,11170,5,18,20,245,360,0,mountains,"drainageways on glacial-valley floors, drainageways on moraines",mountainbase,"footslope, toeslope",concave/linear,alluvium and/or slope alluvium over till derived from granite,,,,,,59,,0,high,high,high,0.4,0.6,1.6,1.2,2.1,4.2,GR-SL,3,1,14,12,2,43,15,0,21,12,31,13,13,33,0.09,15,15,strong very fine granular structure,4.8,6.5,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"April, May, June",moderately well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7064,2w86s,"Rockcreek-Evolution, wet-Littlepete complex, 1 to 20 percent slopes",order 2,2924697,2-SON SEKI,2405952,Water,,2,39,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,21,33,46,34,37,39,65,75,95,9090,9810,11170,0,2,5,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7070,2w875,"Wager-Pineridge complex, 0 to 8 percent slopes",order 2,2924876,2-SON SEKI,2775960,Wager,,64,1311,yes,series,Histosols,Saprists,Haplosaprists,Terric Haplosaprists,sandy or sandy-skeletal,"hemic soil materials(0-7), aquic conditions(0-79), sapric soil materials(7-18), reduced matrix(37-79)",Frigid,Typic,Aquic,22A,R022AX011CA,"Mid-Gradient, Upper Montane E-channel Meadow complex",,,,,,,,,,30,39,53,37,41,45,75,100,130,6640,7000,10100,0,7,8,295,360,0,mountains,flood plains,tread,toeslope,concave/concave,organic material over alluvium derived from granite,,,,,,70,,18,moderately high,moderately high,moderately high,3.3,4,5.1,6.4,8.9,11.5,MPT,0,0,1,0,0,2,0,0,1,0,35,0,0,0,0.16,15,25,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"May, June, July, August",very poorly,frequent,long,frequent,long,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7070,2w875,"Wager-Pineridge complex, 0 to 8 percent slopes",order 2,2924876,2-SON SEKI,2588463,Pineridge,,20,410,yes,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,sandy,"umbric epipedon(0-18), redox concentrations(9-55), aquic conditions(9-79)",Frigid,Typic,Aquic,22A,R022AX011CA,"Mid-Gradient, Upper Montane E-channel Meadow complex",,,,,,,,,,30,39,53,37,41,45,75,100,130,6640,7030,10100,2,7,8,225,360,0,mountains,flood-plain steps,tread,toeslope,"linear/linear, convex/linear",alluvium derived from granite,,,,,,69,,0,high,high,high,0.7,1.2,1.7,1.6,3.3,5.1,COSL,0,0,1,0,0,2,0,0,1,0,18,0,0,22,0.16,11,11,weak fine subangular blocky structure,5.1,6.1,5.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,8,20,"May, June, July",somewhat poorly,rare,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",7070,2w875,"Wager-Pineridge complex, 0 to 8 percent slopes",order 2,2924876,2-SON SEKI,2588464,Hydraquentic Humaquepts,,10,205,no,family,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,sandy,"umbric epipedon(0-24), redox concentrations(4-30), aquic conditions(4-79), cambic horizon(24-30)",Frigid,Typic,Aquic,22A,R022AX011CA,"Mid-Gradient, Upper Montane E-channel Meadow complex",,,,,,,,,,30,39,53,37,41,45,75,100,130,6640,6950,10100,2,7,12,206,360,0,mountains,flood-plain steps,tread,toeslope,"linear/linear, concave/linear",alluvium derived from granite,,,,,,59,,4,moderately high,high,moderately high,1.6,2,2.8,2.7,4.3,6.4,MUCK,0,0,1,0,0,2,5,0,1,0,18,0,0,21,0.23,25,25,weak medium subangular blocky structure,4.5,6.1,5.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,4,20,"May, June, July",poorly,occasional,brief,occasional,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7070,2w875,"Wager-Pineridge complex, 0 to 8 percent slopes",order 2,2924876,2-SON SEKI,2588465,Fluvaquentic Haplosaprists,,5,102,no,family,Histosols,Saprists,Haplosaprists,Fluvaquentic Haplosaprists,not used,"hemic soil materials(0-0), sapric soil materials(0-28), aquic conditions(0-79), sapric soil materials(33-53)",Frigid,Typic,Aquic,22A,R022AX011CA,"Mid-Gradient, Upper Montane E-channel Meadow complex",,,,,,,,,,30,39,53,37,41,45,75,100,130,6640,7020,10100,3,12,15,308,360,0,mountains,flood plains on drainageways,tread,toeslope,concave/concave,organic material over alluvium derived from granite,,,,,,65,,0,moderately high,moderately high,moderately high,3,3.7,4.4,10.2,12.9,15.5,HB-MUCK,0,0,1,0,0,2,5,0,1,0,5,0,0,0,0.02,25,25,structureless massive structure,5.1,6,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"May, June, July, August",very poorly,frequent,long,frequent,long,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",7070,2w875,"Wager-Pineridge complex, 0 to 8 percent slopes",order 2,2924876,2-SON SEKI,2775983,Water,,1,20,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,30,39,53,37,41,45,75,100,130,6640,8630,10100,0,1,3,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
